Lat,Lon,Time Range,geartype,Vessel IDs,Apparent Fishing Hours
60.800000,173.000000,2022-04,trawlers,2,41.85
60.800000,172.700000,2022-04,trawlers,2,7.31
60.800000,172.800000,2022-04,trawlers,5,12.64
60.800000,172.900000,2022-04,set_longlines,1,6.35
60.800000,173.000000,2022-04,set_longlines,1,1.56
60.800000,172.900000,2022-04,fishing,1,0.54
60.700000,172.400000,2022-04,trawlers,3,8.13
60.700000,172.600000,2022-04,trawlers,5,35.74
60.700000,172.500000,2022-04,fishing,1,5.04
60.700000,172.600000,2022-04,inconclusive,1,2.68
60.600000,172.400000,2022-04,fishing,2,24.66
60.600000,172.400000,2022-04,set_longlines,1,1.59
60.600000,172.500000,2022-04,fishing,2,21.63
60.700000,172.400000,2022-04,pots_and_traps,1,0.99
60.600000,172.600000,2022-04,set_longlines,1,4.84
60.700000,172.700000,2022-04,inconclusive,1,5.44
60.700000,172.700000,2022-04,fishing,2,6.20
60.700000,172.700000,2022-04,trawlers,5,29.61
60.800000,172.700000,2022-04,set_longlines,1,1.72
60.600000,172.800000,2022-04,fishing,1,1.39
60.600000,173.000000,2022-04,fishing,1,3.00
60.500000,171.700000,2022-04,fixed_gear,1,8.25
60.500000,171.900000,2022-04,fishing,1,1.42
60.400000,171.800000,2022-04,trawlers,3,9.98
60.400000,171.800000,2022-04,fixed_gear,1,2.15
60.500000,172.000000,2022-04,inconclusive,1,8.08
60.500000,172.000000,2022-04,fixed_gear,1,7.44
60.500000,172.000000,2022-04,trawlers,3,4.30
60.500000,172.200000,2022-04,fishing,1,2.00
60.300000,171.600000,2022-04,fixed_gear,1,1.07
60.500000,172.700000,2022-04,fishing,1,1.37
60.300000,172.500000,2022-04,trawlers,1,2.08
60.900000,173.100000,2022-04,trawlers,4,21.14
60.900000,173.200000,2022-04,set_longlines,4,20.03
60.800000,173.200000,2022-04,fishing,2,47.21
60.900000,173.300000,2022-04,set_longlines,4,9.43
60.800000,173.200000,2022-04,trawlers,4,14.07
60.900000,173.400000,2022-04,trawlers,1,0.06
60.900000,173.400000,2022-04,fishing,2,14.92
60.800000,173.500000,2022-04,pots_and_traps,1,1.66
60.800000,173.600000,2022-04,trawlers,8,48.11
60.900000,173.700000,2022-04,trawlers,4,30.89
60.800000,173.700000,2022-04,set_longlines,2,128.00
60.900000,173.700000,2022-04,set_longlines,1,40.52
60.800000,173.400000,2022-04,trawlers,5,54.10
60.800000,173.400000,2022-04,fishing,3,52.05
60.800000,173.700000,2022-04,fishing,2,24.19
60.800000,173.000000,2022-04,fixed_gear,1,0.68
60.700000,173.200000,2022-04,fishing,2,6.31
60.700000,173.200000,2022-04,trawlers,1,0.65
60.700000,173.300000,2022-04,set_longlines,2,4.77
60.600000,173.200000,2022-04,trawlers,1,0.12
60.600000,173.300000,2022-04,set_longlines,1,5.48
60.700000,173.400000,2022-04,fishing,2,6.89
60.700000,173.600000,2022-04,set_longlines,1,1.52
60.600000,173.300000,2022-04,fishing,1,2.00
60.800000,173.800000,2022-04,set_longlines,2,49.82
60.800000,173.800000,2022-04,trawlers,4,8.67
60.900000,173.900000,2022-04,set_longlines,3,44.71
60.800000,174.000000,2022-04,trawlers,3,3.57
60.800000,173.800000,2022-04,pots_and_traps,1,0.57
60.800000,173.900000,2022-04,trawlers,5,7.48
60.800000,173.900000,2022-04,pots_and_traps,1,0.60
60.900000,174.200000,2022-04,set_longlines,2,13.76
60.800000,174.100000,2022-04,set_longlines,2,12.55
60.800000,174.100000,2022-04,trawlers,4,5.37
60.900000,174.400000,2022-04,set_longlines,2,2.45
60.800000,174.200000,2022-04,fishing,1,0.84
60.800000,174.100000,2022-04,fishing,2,0.20
60.700000,173.700000,2022-04,set_longlines,2,7.92
60.700000,173.800000,2022-04,set_longlines,2,22.95
60.700000,173.900000,2022-04,fishing,1,0.48
60.800000,174.000000,2022-04,fishing,1,0.29
60.500000,173.300000,2022-04,set_longlines,1,6.78
60.200000,168.800000,2022-04,trawlers,3,4.39
60.200000,169.000000,2022-04,trawlers,2,2.03
60.200000,168.900000,2022-04,trawlers,3,4.96
60.100000,168.800000,2022-04,fishing,1,5.56
60.100000,168.900000,2022-04,trawlers,2,8.49
60.100000,169.100000,2022-04,trawlers,3,1.49
60.100000,169.100000,2022-04,set_longlines,3,3.63
60.200000,169.200000,2022-04,trawlers,1,0.32
60.100000,169.200000,2022-04,trawlers,2,2.24
60.100000,169.200000,2022-04,fishing,1,7.99
60.100000,169.300000,2022-04,fishing,1,4.80
60.100000,169.400000,2022-04,fishing,2,11.94
60.100000,169.300000,2022-04,trawlers,2,0.89
60.000000,168.800000,2022-04,trawlers,2,4.97
60.000000,168.900000,2022-04,set_longlines,2,10.71
60.000000,168.900000,2022-04,fishing,1,6.67
60.000000,169.000000,2022-04,pots_and_traps,1,0.15
60.000000,169.000000,2022-04,trawlers,3,8.52
60.000000,169.100000,2022-04,set_longlines,2,3.25
59.900000,169.000000,2022-04,set_longlines,2,1.94
60.000000,169.200000,2022-04,fishing,1,12.21
60.100000,169.300000,2022-04,set_longlines,1,1.00
60.000000,169.200000,2022-04,trawlers,3,11.15
60.000000,169.300000,2022-04,trawlers,3,7.33
60.000000,169.300000,2022-04,set_longlines,4,7.02
60.000000,169.500000,2022-04,fishing,1,9.91
59.900000,169.300000,2022-04,fishing,1,4.77
59.900000,169.200000,2022-04,trawlers,1,1.98
59.900000,169.300000,2022-04,set_longlines,2,3.66
59.900000,169.400000,2022-04,fishing,1,7.30
59.900000,169.400000,2022-04,set_longlines,4,11.79
60.100000,169.600000,2022-04,set_longlines,1,1.03
60.100000,169.700000,2022-04,set_longlines,1,2.35
60.100000,169.700000,2022-04,fishing,1,1.13
59.900000,169.500000,2022-04,set_longlines,2,5.28
59.800000,168.800000,2022-04,fishing,1,5.94
59.900000,169.100000,2022-04,trawlers,1,0.38
59.800000,169.200000,2022-04,trawlers,1,0.28
59.700000,169.100000,2022-04,fishing,2,0.55
59.900000,169.700000,2022-04,trawlers,3,2.84
59.700000,169.800000,2022-04,trawlers,2,3.47
59.800000,169.700000,2022-04,trawlers,1,0.54
59.700000,169.700000,2022-04,trawlers,2,1.78
59.800000,169.800000,2022-04,trawlers,1,0.42
59.800000,170.100000,2022-04,set_longlines,1,12.93
59.800000,170.000000,2022-04,fishing,1,0.43
59.700000,170.100000,2022-04,trawlers,5,11.90
59.600000,170.000000,2022-04,fishing,1,0.68
59.600000,170.200000,2022-04,set_longlines,2,29.43
60.100000,171.300000,2022-04,fixed_gear,1,1.83
59.900000,171.000000,2022-04,fixed_gear,1,0.72
60.000000,171.000000,2022-04,fixed_gear,1,0.63
59.700000,170.500000,2022-04,trawlers,7,8.16
59.600000,170.400000,2022-04,set_longlines,3,65.54
59.600000,170.400000,2022-04,trawlers,7,14.42
59.600000,170.500000,2022-04,set_longlines,2,19.89
59.600000,170.200000,2022-04,trawlers,7,40.28
59.600000,170.300000,2022-04,trawlers,6,6.35
59.700000,170.600000,2022-04,fixed_gear,1,0.76
59.500000,170.700000,2022-04,set_longlines,1,32.16
59.900000,170.900000,2022-04,fixed_gear,1,0.13
59.200000,169.800000,2022-04,set_longlines,1,8.56
59.300000,169.800000,2022-04,set_longlines,1,1.50
59.200000,169.900000,2022-04,set_longlines,1,11.06
59.200000,169.800000,2022-04,trawlers,1,0.98
59.400000,170.800000,2022-04,set_longlines,1,1.62
59.400000,170.500000,2022-04,set_longlines,1,0.79
59.200000,170.300000,2022-04,trawlers,5,17.60
59.300000,170.800000,2022-04,trawlers,1,0.93
59.500000,170.900000,2022-04,trawlers,3,5.50
59.000000,170.800000,2022-04,set_longlines,1,1.95
59.100000,170.900000,2022-04,trawlers,1,0.99
58.900000,171.000000,2022-04,trawlers,1,3.02
58.800000,171.200000,2022-04,set_longlines,1,2.14
58.900000,171.300000,2022-04,set_longlines,1,5.17
59.000000,171.700000,2022-04,set_longlines,1,1.03
61.400000,175.000000,2022-04,trawlers,2,5.15
61.300000,174.900000,2022-04,trawlers,5,55.07
61.300000,175.000000,2022-04,trawlers,4,78.78
61.300000,175.100000,2022-04,set_longlines,1,6.74
61.500000,175.300000,2022-04,trawlers,1,1.63
61.400000,175.200000,2022-04,fishing,1,94.12
61.500000,175.200000,2022-04,fishing,1,0.16
61.400000,175.400000,2022-04,trawlers,3,32.35
61.500000,175.700000,2022-04,trawlers,4,45.26
61.600000,175.800000,2022-04,set_longlines,1,7.67
61.500000,175.700000,2022-04,set_longlines,1,13.70
61.400000,175.500000,2022-04,trawlers,2,19.40
61.500000,175.500000,2022-04,trawlers,3,9.94
61.400000,175.600000,2022-04,set_longlines,1,7.08
61.500000,175.600000,2022-04,trawlers,4,48.52
61.400000,175.600000,2022-04,trawlers,2,5.00
61.300000,175.300000,2022-04,set_longlines,1,3.74
61.300000,175.300000,2022-04,fishing,1,4.40
61.400000,175.700000,2022-04,trawlers,1,1.00
61.300000,175.700000,2022-04,set_longlines,1,1.98
61.200000,174.600000,2022-04,trawlers,3,15.61
61.200000,174.700000,2022-04,trawlers,5,102.76
61.100000,174.500000,2022-04,set_longlines,5,23.93
61.100000,174.500000,2022-04,trawlers,4,25.13
61.100000,174.700000,2022-04,trawlers,5,20.49
61.200000,174.800000,2022-04,trawlers,5,127.57
61.200000,174.900000,2022-04,trawlers,2,20.67
61.100000,174.400000,2022-04,set_longlines,3,15.52
61.000000,174.600000,2022-04,trawlers,2,3.51
60.900000,174.500000,2022-04,fixed_gear,1,2.92
61.000000,174.600000,2022-04,pots_and_traps,1,4.00
60.900000,174.600000,2022-04,fixed_gear,1,0.84
61.000000,174.900000,2022-04,set_longlines,1,4.24
61.000000,175.000000,2022-04,pots_and_traps,1,2.79
60.900000,174.800000,2022-04,fixed_gear,1,15.51
60.900000,174.900000,2022-04,fixed_gear,1,3.67
61.100000,175.100000,2022-04,trawlers,2,1.23
60.900000,174.500000,2022-04,set_longlines,1,0.34
60.800000,174.500000,2022-04,set_longlines,1,2.12
61.400000,178.700000,2022-04,set_longlines,1,1.70
61.300000,178.700000,2022-04,set_longlines,1,1.00
61.300000,178.900000,2022-04,trawlers,1,0.20
61.200000,179.100000,2022-04,trawlers,2,2.89
61.200000,179.200000,2022-04,set_longlines,1,5.99
61.100000,179.300000,2022-04,set_longlines,2,14.92
61.100000,179.200000,2022-04,trawlers,2,1.18
61.100000,179.200000,2022-04,set_longlines,1,3.04
61.000000,179.200000,2022-04,trawlers,1,1.39
60.900000,179.000000,2022-04,trawlers,1,3.48
60.900000,179.100000,2022-04,trawlers,1,3.07
61.200000,179.600000,2022-04,set_longlines,1,9.56
61.100000,179.400000,2022-04,trawlers,1,9.64
61.000000,179.600000,2022-04,set_longlines,1,4.31
61.100000,179.600000,2022-04,set_longlines,1,1.01
61.000000,179.400000,2022-04,trawlers,2,18.16
61.000000,179.600000,2022-04,trawlers,1,9.18
60.900000,179.500000,2022-04,trawlers,1,8.41
60.900000,179.500000,2022-04,fishing,1,1.96
61.100000,179.700000,2022-04,trawlers,2,3.91
61.100000,179.800000,2022-04,trawlers,2,3.26
60.900000,180.000000,2022-04,fishing,1,0.49
60.600000,178.100000,2022-04,set_longlines,1,0.08
60.700000,178.800000,2022-04,fishing,1,2.63
58.700000,169.800000,2022-04,trawlers,1,1.00
58.600000,169.900000,2022-04,trawlers,1,0.24
58.700000,170.800000,2022-04,set_longlines,1,1.03
58.500000,170.900000,2022-04,fishing,1,2.27
58.500000,171.200000,2022-04,fishing,1,5.67
58.400000,171.100000,2022-04,fishing,1,5.01
58.300000,171.100000,2022-04,trawlers,1,5.69
58.200000,171.200000,2022-04,fishing,1,4.84
57.500000,170.400000,2022-04,trawlers,1,5.98
57.500000,170.500000,2022-04,trawlers,1,5.64
57.400000,170.600000,2022-04,trawlers,1,7.53
57.300000,170.300000,2022-04,trawlers,1,3.37
57.300000,170.400000,2022-04,trawlers,1,5.53
57.200000,170.700000,2022-04,trawlers,1,1.77
55.700000,142.400000,2022-04,trawlers,2,2.04
55.700000,142.700000,2022-04,trawlers,9,18.55
55.700000,142.800000,2022-04,trawlers,14,59.24
55.700000,142.900000,2022-04,trawlers,10,25.02
55.600000,142.900000,2022-04,trawlers,6,11.74
55.600000,142.700000,2022-04,trawlers,5,4.41
55.700000,143.100000,2022-04,trawlers,1,0.19
55.600000,143.400000,2022-04,set_longlines,1,9.47
55.600000,143.400000,2022-04,trawlers,2,2.33
55.500000,142.800000,2022-04,trawlers,6,12.38
55.500000,142.900000,2022-04,trawlers,6,13.31
55.500000,143.100000,2022-04,trawlers,7,7.14
55.400000,142.900000,2022-04,trawlers,9,22.98
55.400000,142.800000,2022-04,trawlers,6,10.26
55.500000,143.200000,2022-04,trawlers,2,1.38
55.500000,143.300000,2022-04,trawlers,1,0.87
55.400000,143.100000,2022-04,trawlers,5,9.80
55.300000,143.200000,2022-04,trawlers,9,23.83
55.300000,143.300000,2022-04,trawlers,7,15.18
55.200000,143.300000,2022-04,trawlers,8,17.45
55.200000,143.400000,2022-04,trawlers,15,40.50
55.700000,144.000000,2022-04,trawlers,1,0.80
55.500000,143.400000,2022-04,trawlers,3,3.67
55.500000,143.600000,2022-04,set_longlines,1,1.58
55.400000,143.600000,2022-04,trawlers,3,2.37
55.800000,144.500000,2022-04,set_longlines,2,8.52
55.600000,144.200000,2022-04,set_longlines,2,33.86
55.600000,144.400000,2022-04,set_longlines,3,41.01
55.600000,144.500000,2022-04,trawlers,1,1.20
55.700000,144.500000,2022-04,trawlers,1,0.27
55.600000,144.600000,2022-04,trawlers,1,0.81
55.500000,144.200000,2022-04,set_longlines,1,7.12
55.500000,144.300000,2022-04,set_longlines,1,21.66
55.500000,144.400000,2022-04,set_longlines,1,3.66
55.500000,144.300000,2022-04,trawlers,2,4.07
55.500000,144.500000,2022-04,trawlers,2,11.86
55.300000,143.500000,2022-04,trawlers,4,3.54
55.300000,143.600000,2022-04,trawlers,2,6.57
55.300000,143.400000,2022-04,trawlers,2,1.53
55.100000,143.500000,2022-04,trawlers,13,26.63
55.100000,143.600000,2022-04,trawlers,16,111.66
55.100000,143.700000,2022-04,trawlers,18,134.64
55.200000,143.700000,2022-04,trawlers,7,15.51
55.100000,143.800000,2022-04,trawlers,11,71.40
55.000000,143.800000,2022-04,trawlers,19,160.69
55.200000,143.900000,2022-04,trawlers,2,0.51
55.100000,143.900000,2022-04,trawlers,6,15.51
55.100000,144.100000,2022-04,trawlers,1,0.87
55.000000,143.900000,2022-04,trawlers,13,103.50
55.000000,144.000000,2022-04,trawlers,8,20.27
55.300000,144.600000,2022-04,trawlers,2,5.06
55.400000,144.700000,2022-04,trawlers,2,3.15
55.300000,144.700000,2022-04,trawlers,3,4.12
55.100000,145.500000,2022-04,set_longlines,3,12.85
55.100000,145.900000,2022-04,set_longlines,2,41.69
55.000000,145.900000,2022-04,set_longlines,2,20.80
55.100000,146.000000,2022-04,set_longlines,1,16.45
54.900000,143.800000,2022-04,trawlers,14,53.18
54.900000,144.000000,2022-04,trawlers,7,26.91
54.900000,143.900000,2022-04,trawlers,17,115.83
54.900000,144.100000,2022-04,trawlers,1,1.02
54.800000,143.900000,2022-04,trawlers,14,82.99
54.800000,144.000000,2022-04,trawlers,8,30.17
54.700000,144.000000,2022-04,trawlers,4,9.88
54.700000,143.900000,2022-04,trawlers,14,50.28
54.700000,144.200000,2022-04,fishing,1,0.35
54.600000,144.400000,2022-04,fishing,1,1.05
54.600000,144.600000,2022-04,fishing,1,3.95
54.400000,143.900000,2022-04,trawlers,4,9.34
54.500000,143.900000,2022-04,trawlers,3,4.49
54.400000,144.100000,2022-04,trawlers,2,1.61
54.200000,143.900000,2022-04,trawlers,3,2.83
53.700000,144.100000,2022-04,trawlers,1,0.83
53.600000,144.100000,2022-04,trawlers,1,7.15
53.600000,144.000000,2022-04,trawlers,2,4.14
53.700000,144.700000,2022-04,trawlers,1,0.28
53.500000,144.200000,2022-04,trawlers,3,6.52
53.400000,144.200000,2022-04,trawlers,3,3.81
53.400000,144.500000,2022-04,trawlers,1,0.25
53.300000,144.200000,2022-04,trawlers,2,1.65
53.200000,144.400000,2022-04,trawlers,1,1.13
53.300000,144.500000,2022-04,trawlers,1,0.10
52.600000,144.500000,2022-04,trawlers,5,14.41
50.000000,140.600000,2022-04,fishing,1,5.21
50.000000,140.500000,2022-04,fishing,1,3.27
50.800000,141.700000,2022-04,fishing,1,3.67
52.400000,144.100000,2022-04,trawlers,1,0.88
52.200000,144.500000,2022-04,trawlers,1,0.99
51.700000,143.600000,2022-04,trawlers,1,3.98
51.700000,143.800000,2022-04,trawlers,1,3.10
52.000000,144.700000,2022-04,trawlers,1,1.53
51.900000,144.700000,2022-04,trawlers,1,0.45
51.900000,144.600000,2022-04,trawlers,1,2.37
51.800000,144.600000,2022-04,trawlers,2,1.51
51.600000,144.500000,2022-04,trawlers,10,33.88
51.800000,144.500000,2022-04,trawlers,5,9.98
51.500000,144.000000,2022-04,trawlers,1,1.42
51.300000,144.100000,2022-04,trawlers,1,3.75
51.500000,144.500000,2022-04,trawlers,10,31.38
51.400000,144.200000,2022-04,trawlers,1,1.00
51.400000,144.500000,2022-04,trawlers,14,82.29
51.500000,144.600000,2022-04,trawlers,1,2.83
51.400000,144.400000,2022-04,trawlers,9,49.33
51.300000,144.500000,2022-04,trawlers,16,251.57
51.200000,144.500000,2022-04,trawlers,12,35.16
51.300000,144.600000,2022-04,fishing,1,2.01
51.300000,144.600000,2022-04,trawlers,14,87.95
51.200000,144.600000,2022-04,trawlers,15,306.31
51.200000,144.700000,2022-04,trawlers,11,49.81
51.200000,144.800000,2022-04,trawlers,4,7.32
51.000000,144.300000,2022-04,trawlers,1,0.86
51.100000,144.700000,2022-04,trawlers,14,110.88
51.100000,144.600000,2022-04,trawlers,14,146.12
51.000000,144.700000,2022-04,trawlers,15,109.89
51.000000,144.800000,2022-04,trawlers,13,40.68
50.800000,144.300000,2022-04,trawlers,1,2.03
50.900000,144.600000,2022-04,trawlers,3,4.53
50.900000,144.800000,2022-04,trawlers,12,52.87
50.800000,144.700000,2022-04,trawlers,6,18.15
50.800000,144.600000,2022-04,trawlers,1,2.87
50.800000,144.500000,2022-04,trawlers,1,0.65
50.800000,144.800000,2022-04,trawlers,3,2.46
50.900000,145.500000,2022-04,set_longlines,1,14.00
50.800000,145.500000,2022-04,fishing,1,4.01
50.700000,145.500000,2022-04,fishing,1,2.28
50.700000,145.600000,2022-04,set_longlines,1,8.16
50.500000,141.100000,2022-04,trawlers,1,2.32
50.500000,141.200000,2022-04,fixed_gear,1,10.51
50.500000,141.300000,2022-04,fixed_gear,1,25.30
50.500000,141.300000,2022-04,set_longlines,1,7.56
50.400000,141.200000,2022-04,fishing,2,5.64
50.300000,141.300000,2022-04,fishing,3,137.42
50.300000,141.200000,2022-04,fixed_gear,1,3.70
50.300000,141.200000,2022-04,fishing,4,33.86
50.500000,141.400000,2022-04,fishing,1,34.78
50.500000,141.400000,2022-04,set_longlines,1,2.97
50.500000,141.400000,2022-04,fixed_gear,1,8.02
50.400000,141.400000,2022-04,fixed_gear,1,10.55
50.500000,141.400000,2022-04,trawlers,1,2.10
50.400000,141.400000,2022-04,trawlers,1,6.70
50.300000,141.400000,2022-04,fixed_gear,1,44.84
50.400000,141.500000,2022-04,fishing,3,27.72
50.300000,141.400000,2022-04,fishing,4,70.17
50.300000,141.500000,2022-04,trawlers,2,14.87
50.300000,141.600000,2022-04,fishing,3,110.72
50.400000,141.700000,2022-04,fishing,4,52.46
50.300000,141.800000,2022-04,fishing,4,30.25
50.100000,140.800000,2022-04,inconclusive,2,3.90
50.200000,141.100000,2022-04,fishing,2,3.75
50.200000,141.200000,2022-04,fishing,3,50.28
50.100000,141.100000,2022-04,fishing,1,5.25
50.100000,141.100000,2022-04,trawlers,1,0.98
50.100000,141.300000,2022-04,fishing,2,16.03
50.100000,141.300000,2022-04,pots_and_traps,1,2.17
50.000000,140.900000,2022-04,set_longlines,1,0.61
50.000000,141.000000,2022-04,inconclusive,3,3.55
50.000000,141.200000,2022-04,inconclusive,3,49.50
50.100000,141.200000,2022-04,inconclusive,1,0.48
50.000000,141.200000,2022-04,fishing,1,1.11
50.000000,141.300000,2022-04,inconclusive,2,33.87
49.900000,141.000000,2022-04,inconclusive,2,21.27
49.900000,141.100000,2022-04,inconclusive,3,114.50
49.900000,141.100000,2022-04,set_longlines,2,11.32
49.900000,141.200000,2022-04,pots_and_traps,1,6.26
49.900000,141.200000,2022-04,fishing,1,3.91
49.800000,141.200000,2022-04,inconclusive,3,10.81
49.800000,141.300000,2022-04,fishing,1,21.66
50.200000,141.600000,2022-04,fishing,3,80.76
50.100000,141.400000,2022-04,fishing,4,73.42
50.100000,141.400000,2022-04,fixed_gear,1,11.75
50.100000,141.400000,2022-04,trawlers,2,12.89
50.200000,141.900000,2022-04,fishing,1,24.05
50.100000,141.800000,2022-04,fishing,3,29.40
50.000000,141.400000,2022-04,trawlers,2,18.47
50.000000,141.500000,2022-04,trawlers,1,38.50
50.000000,141.600000,2022-04,trawlers,2,18.59
50.000000,141.700000,2022-04,fishing,2,10.22
49.900000,141.500000,2022-04,trawlers,1,0.28
49.900000,141.400000,2022-04,fishing,3,6.25
50.000000,141.700000,2022-04,trawlers,1,22.62
50.000000,141.900000,2022-04,fishing,1,0.37
49.800000,141.100000,2022-04,pots_and_traps,1,10.43
49.800000,141.200000,2022-04,set_longlines,1,2.55
49.700000,141.300000,2022-04,pots_and_traps,1,2.72
49.600000,141.300000,2022-04,fishing,1,12.85
49.600000,141.300000,2022-04,pots_and_traps,1,13.62
49.500000,141.200000,2022-04,fishing,2,10.77
49.500000,141.200000,2022-04,pots_and_traps,1,3.51
49.700000,141.400000,2022-04,fishing,2,28.29
49.700000,141.500000,2022-04,fishing,3,10.07
49.600000,141.400000,2022-04,fishing,2,10.47
49.400000,141.600000,2022-04,trawlers,1,17.05
49.300000,141.000000,2022-04,fishing,1,8.60
49.200000,141.000000,2022-04,fishing,1,3.03
49.200000,141.100000,2022-04,fishing,3,26.91
49.200000,141.200000,2022-04,fishing,2,7.67
49.000000,141.900000,2022-04,set_longlines,1,5.38
49.200000,143.400000,2022-04,set_longlines,2,3.77
49.100000,143.100000,2022-04,trawlers,1,10.22
50.600000,144.700000,2022-04,trawlers,1,1.38
49.900000,144.800000,2022-04,set_longlines,1,0.88
49.900000,144.700000,2022-04,set_longlines,1,1.74
50.700000,145.400000,2022-04,set_longlines,1,3.51
50.700000,145.900000,2022-04,fishing,1,1.19
50.000000,145.200000,2022-04,set_longlines,1,2.09
49.900000,145.100000,2022-04,set_longlines,1,2.27
49.300000,144.300000,2022-04,inconclusive,1,5.52
49.100000,144.300000,2022-04,trawlers,1,10.06
49.000000,144.500000,2022-04,inconclusive,1,31.95
49.000000,144.400000,2022-04,trawlers,1,42.44
49.400000,145.100000,2022-04,fixed_gear,1,7.10
49.400000,145.200000,2022-04,fixed_gear,1,15.93
49.400000,145.000000,2022-04,fixed_gear,1,1.20
49.200000,145.100000,2022-04,pots_and_traps,1,12.10
49.100000,144.900000,2022-04,set_longlines,1,1.00
49.100000,145.000000,2022-04,set_longlines,1,1.86
55.700000,146.900000,2022-04,set_longlines,1,3.14
55.700000,147.000000,2022-04,set_longlines,1,7.09
55.600000,146.900000,2022-04,set_longlines,1,14.00
55.500000,146.500000,2022-04,set_longlines,1,0.65
55.400000,146.500000,2022-04,set_longlines,1,10.89
55.500000,146.800000,2022-04,set_longlines,1,16.16
55.500000,146.900000,2022-04,set_longlines,1,28.28
55.500000,146.800000,2022-04,trawlers,1,1.65
55.700000,147.000000,2022-04,trawlers,1,0.97
55.500000,147.100000,2022-04,set_longlines,1,33.56
55.500000,147.000000,2022-04,trawlers,1,0.33
55.400000,147.500000,2022-04,set_longlines,1,1.09
55.300000,146.600000,2022-04,trawlers,1,1.12
55.200000,146.500000,2022-04,set_longlines,1,2.87
55.100000,146.400000,2022-04,set_longlines,1,4.06
55.300000,147.000000,2022-04,fishing,1,1.80
55.400000,147.300000,2022-04,set_longlines,1,3.62
55.300000,147.400000,2022-04,set_longlines,3,33.76
55.200000,147.600000,2022-04,fishing,1,0.86
55.100000,147.300000,2022-04,set_longlines,1,0.04
55.600000,147.800000,2022-04,fishing,1,3.11
55.700000,148.000000,2022-04,set_longlines,1,1.02
55.800000,148.200000,2022-04,fishing,3,6.50
55.700000,148.300000,2022-04,fishing,5,20.15
55.500000,147.800000,2022-04,fishing,1,4.79
55.500000,147.700000,2022-04,set_longlines,1,0.31
55.400000,148.400000,2022-04,set_longlines,1,7.34
55.700000,148.400000,2022-04,set_longlines,1,6.00
55.700000,148.400000,2022-04,fishing,5,33.82
55.700000,148.500000,2022-04,fishing,5,44.89
55.800000,148.600000,2022-04,fishing,2,5.28
55.600000,148.500000,2022-04,fishing,2,4.01
55.600000,148.600000,2022-04,fishing,1,0.42
55.700000,148.800000,2022-04,fishing,5,37.59
55.700000,149.000000,2022-04,fishing,4,21.95
55.600000,148.900000,2022-04,fishing,5,15.94
55.700000,148.900000,2022-04,fishing,5,47.77
55.600000,149.100000,2022-04,fishing,3,15.38
55.600000,149.000000,2022-04,fixed_gear,1,1.25
55.500000,148.900000,2022-04,fishing,1,1.55
55.300000,147.800000,2022-04,fishing,1,4.77
55.300000,148.000000,2022-04,set_longlines,1,7.63
55.300000,147.900000,2022-04,set_longlines,1,0.52
55.100000,147.900000,2022-04,set_longlines,1,2.92
55.100000,148.300000,2022-04,set_longlines,1,8.00
55.300000,148.500000,2022-04,set_longlines,1,14.65
55.200000,148.400000,2022-04,set_longlines,1,8.02
55.200000,148.700000,2022-04,fishing,1,5.66
55.100000,148.500000,2022-04,set_longlines,2,39.14
55.100000,148.600000,2022-04,set_longlines,2,30.62
55.000000,148.400000,2022-04,set_longlines,1,0.40
55.000000,148.600000,2022-04,set_longlines,2,51.28
54.900000,146.800000,2022-04,set_longlines,1,5.24
54.800000,146.700000,2022-04,set_longlines,2,21.73
54.800000,146.800000,2022-04,set_longlines,3,7.53
54.800000,146.900000,2022-04,set_longlines,2,7.77
54.700000,146.400000,2022-04,set_longlines,1,1.77
54.700000,146.600000,2022-04,set_longlines,1,3.56
54.600000,146.300000,2022-04,set_longlines,1,0.83
54.700000,147.000000,2022-04,set_longlines,2,1.86
54.900000,148.100000,2022-04,set_longlines,1,2.33
54.800000,148.200000,2022-04,set_longlines,2,8.18
54.800000,148.300000,2022-04,set_longlines,2,8.55
54.700000,148.200000,2022-04,set_longlines,2,36.38
54.600000,148.000000,2022-04,set_longlines,1,0.69
54.600000,148.400000,2022-04,set_longlines,1,23.70
54.400000,148.200000,2022-04,set_longlines,1,1.70
54.400000,148.500000,2022-04,set_longlines,1,2.65
55.700000,150.100000,2022-04,trawlers,5,7.46
55.700000,150.300000,2022-04,trawlers,15,41.37
55.700000,150.400000,2022-04,trawlers,16,64.43
55.600000,150.400000,2022-04,trawlers,4,7.50
55.600000,150.500000,2022-04,trawlers,10,26.26
55.500000,150.400000,2022-04,trawlers,1,0.07
55.300000,149.700000,2022-04,fishing,1,2.11
55.200000,149.800000,2022-04,fixed_gear,1,2.95
55.100000,149.700000,2022-04,fishing,1,1.48
55.300000,150.000000,2022-04,fishing,1,12.02
55.700000,150.500000,2022-04,trawlers,15,59.54
55.700000,150.600000,2022-04,trawlers,16,69.59
55.700000,150.700000,2022-04,trawlers,19,78.44
55.700000,150.800000,2022-04,trawlers,21,72.91
55.600000,150.600000,2022-04,trawlers,8,38.09
55.600000,150.700000,2022-04,trawlers,10,25.70
55.600000,150.800000,2022-04,trawlers,10,33.87
55.700000,150.900000,2022-04,trawlers,18,83.89
55.700000,151.000000,2022-04,trawlers,13,27.25
55.600000,151.100000,2022-04,trawlers,2,1.62
